sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
sector 79,flat,supertech araville,0.83,5424.0,1530.0,Carpet area: 1530 (142.14 sq.m.),2,2,3,5.0,North-East,New Property,,,1530.0,0,1,0,0,0,2,49
sohna road,flat,ashiana anmol,0.93,7294.0,1275.0,Super Built up area 1275(118.45 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 875 sq.ft. (81.29 sq.m.),2,2,2,9.0,Na,Under Construction,1275.0,1000.0,875.0,0,0,1,0,0,1,31
sector 15,house,independent,1.8,10000.0,1800.0,Plot area 200(167.23 sq.m.),4,3,1,1.0,North-East,Old Property,,1800.0,,0,0,0,0,0,1,16
sector 70,flat,tulip ivory,5.0,10416.0,4800.0,Carpet area: 4800 (445.93 sq.m.),6,7,3+,0.0,Na,Relatively new property,,,4800.0,1,1,0,0,0,1,119
sector 92,flat,sare crescent parc,0.87,4971.0,1750.0,Super Built up area 1750(162.58 sq.m.),4,4,2,2.0,East,Moderately New Property,1750.0,,,0,0,0,0,1,2,115
sector 11,house,independent,3.5,15555.0,2250.08,Built Up area: 2250 (209.03 sq.m.),10,1,0,1.0,Na,New Property,,2250.0,,0,0,0,0,0,1,0
sector 85,flat,godrej air,1.75,9589.0,1825.0,Built Up area: 1825 (169.55 sq.m.),3,3,2,27.0,Na,Undefined,,1825.0,,0,0,0,0,0,1,44
sector 39,flat,milan cghs 9,2.0,8333.0,2400.0,Built Up area: 2400 (222.97 sq.m.),3,3,3+,0.0,Na,Undefined,,2400.0,,0,0,0,0,0,1,0
sector 85,flat,godrej air,1.4,10000.0,1400.0,Built Up area: 1400 (130.06 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,23.0,Na,Undefined,,1400.0,900.0,0,0,0,0,0,1,44
sector 79,flat,godrej,1.41,9000.0,1567.0,Carpet area: 1572 (146.04 sq.m.),2,2,3,3.0,Na,New Property,,,1572.0,0,1,0,0,0,1,104
sector 70a,house,bptp astaire gardens,1.04,7172.0,1450.08,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,Relatively new property,,,1450.0,0,0,1,0,0,0,145
sector 39,house,independent,5.15,14072.0,3659.75,Built Up area: 340,5,5,0,1.0,Na,Relatively new property,,340.0,,0,0,0,0,0,1,0
sector 70a,flat,aipl zen residences,1.82,10996.0,1655.0,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,12.0,South,Relatively new property,1655.0,1600.0,1550.0,0,0,0,0,0,1,108
sector 88a,flat,godrej oasis,0.95,7268.0,1307.0,Carpet area: 1307 (121.42 sq.m.),2,2,2,6.0,North-West,Relatively new property,,,1307.0,0,0,0,0,0,1,79
sector 108,flat,experion the heartsong,0.87,11845.0,734.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South-West,Relatively new property,1283.0,978.23,734.43,1,0,0,0,0,0,123
sohna road,flat,signature global park,0.72,5991.0,1202.0,Super Built up area 1210(112.41 sq.m.),2,2,3,3.0,North-West,Relatively new property,1210.0,,,0,0,0,1,0,1,158
sector 7,house,independent,0.53,5888.0,900.14,Built Up area: 900 (83.61 sq.m.),2,2,0,1.0,Na,Undefined,,900.0,,0,0,0,0,0,1,0
sector 7,house,independent,1.0,79365.0,126.0,Plot area 126(11.71 sq.m.),2,2,0,0.0,Na,Old Property,,126.0,,0,1,0,0,0,1,7
sohna road,flat,eldeco accolade,1.1,7549.0,1457.0,Super Built up area 1457(135.36 sq.m.),2,2,3+,17.0,Na,Relatively new property,1457.0,,,0,1,1,0,0,0,7
sector 31,house,project housing board colony,8.0,63492.0,1260.0,Built Up area: 140 (117.06 sq.m.),2,1,0,1.0,Na,Undefined,,140.0,,0,0,0,0,0,1,0
sohna road,flat,gls arawali homes,0.28,5982.0,468.0,Carpet area: 468 (43.48 sq.m.),2,2,2,3.0,Na,Relatively new property,,,468.0,0,0,0,0,0,1,42
sector 109,house,international city by sobha phase 2,6.8,12593.0,5399.83,Plot area 600(501.68 sq.m.),4,5,3,2.0,North-West,Relatively new property,,5400.0,,1,0,0,0,0,1,49
sector 78,flat,raheja revanta,1.2,10018.0,1198.0,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1,2,2,32.0,Na,Under Construction,1197.8,,505.0,0,0,0,0,0,1,39
sector 43,house,independent,2.5,25960.0,963.02,Plot area 107(89.47 sq.m.),7,7,3,4.0,West,Relatively new property,,963.0,,0,0,1,0,0,0,20
sector 46,house,independent,2.2,24202.0,909.02,Plot area 101(84.45 sq.m.),3,3,2,3.0,North-West,Old Property,,909.0,,0,0,0,0,1,0,56
sector 107,flat,signature global solera,0.28,5725.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,6.0,West,Relatively new property,,,489.0,0,0,0,0,0,1,45
sohna road,flat,signature global park,0.65,7907.0,822.0,Carpet area: 822 (76.37 sq.m.),2,1,2,3.0,Na,New Property,,,822.0,0,0,0,0,0,1,87
sector 102,flat,conscient heritage max,1.75,9011.0,1942.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,13.0,North,Relatively new property,1942.0,,,1,0,0,0,0,0,94
sector 109,house,international city by sobha phase 1,6.15,27333.0,2250.03,Plot area 270(225.75 sq.m.)Built Up area: 270 sq.yards (225.75 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,3.0,West,Relatively new property,,270.0,250.0,1,0,0,1,1,0,130
sector 108,flat,sobha city,2.9,14478.0,2003.0,Super Built up area 2003(186.08 sq.m.),3,4,2,8.0,East,New Property,2003.0,,,0,0,0,0,0,1,109
sector 90,flat,shree vardhman flora,0.65,6789.0,957.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,9.0,South-East,Relatively new property,1350.0,1050.0,950.0,0,1,0,0,0,1,67
sector 70a,flat,aipl club residences,0.85,9139.0,930.0,Super Built up area 930(86.4 sq.m.),2,2,2,5.0,South-East,Relatively new property,930.0,,,0,0,0,0,0,0,45
sector 68,flat,m3m ikonic,1.8,9230.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,18.0,North-East,Relatively new property,1950.0,1845.0,1530.0,0,0,0,0,0,0,126
sector 109,house,international city by sobha phase 2,7.0,12963.0,5399.98,Plot area 600(501.68 sq.m.),5,6,2,2.0,West,Relatively new property,,5400.0,,1,0,0,0,0,1,154
sector 31,house,independent,3.69,23699.0,1557.03,Plot area 173(144.65 sq.m.),4,4,2,2.0,East,Moderately New Property,,1557.0,,1,1,0,1,0,0,75
sector 88a,flat,godrej oasis,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,11.0,North-East,New Property,1850.0,,,0,0,0,0,0,1,39
sector 90,flat,dlf regal gardens,1.25,8116.0,1540.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3,3,3,8.0,South-East,Relatively new property,1702.0,1640.0,1540.0,0,0,0,1,0,1,158
sector 62,flat,emaar digihomes,2.15,14257.0,1508.0,Carpet area: 1508 (140.1 sq.m.),2,2,3,31.0,Na,Under Construction,,,1508.0,0,0,0,0,0,1,101
sector 104,flat,zara aavaas,0.4,7036.0,569.0,Super Built up area 568.46(52.81 sq.m.),2,2,1,4.0,North,Relatively new property,568.46,,,0,0,0,0,0,1,52
sector 69,flat,tulip violet,1.42,8998.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,8.0,East,Relatively new property,1578.0,,,0,0,0,1,0,0,94
sector 113,flat,la vida by tata housing,1.9,18500.0,1027.0,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3,2,2,10.0,North-East,Relatively new property,1579.0,,1027.0,0,0,0,1,0,0,174
sector 6,house,"bhim nagar, sector 6",0.85,126865.0,67.0,Plot area 67(6.22 sq.m.),5,2,2,1.0,Na,Old Property,,67.0,,0,0,0,1,0,1,29
sector 111,flat,lotus homz,0.5,14838.0,337.0,Carpet area: 336.96 (31.3 sq.m.),1,1,1,2.0,Na,Relatively new property,,,336.91007,0,0,0,0,0,2,72
sector 26,house,independent,15.0,33333.0,4500.05,Built Up area: 4500 (418.06 sq.m.),4,4,3,3.0,Na,Moderately New Property,,4500.0,,1,0,0,0,1,0,36
sector 92,flat,sare crescent parc,0.7,5556.0,1260.0,Built Up area: 140 (117.06 sq.m.),3,3,2,14.0,Na,Under Construction,,140.0,,0,0,0,0,0,1,38
sector 28,house,independent,4.5,125000.0,360.0,Built Up area: 360 (33.45 sq.m.),4,4,0,4.0,Na,Undefined,,360.0,,0,0,0,0,0,1,0
sector 89,flat,greenopolis,0.8,6168.0,1297.0,Carpet area: 1297 (120.5 sq.m.),2,2,2,6.0,South,Under Construction,,,1297.0,0,0,0,0,0,1,44
sector 81,flat,signature global synera,0.4,6319.0,633.0,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2,2,1,12.0,South,Relatively new property,633.0,,539.0,0,0,0,0,0,1,23
sector 70a,house,bptp visionnaire,4.0,6666.0,6000.6,Plot area 6000(557.42 sq.m.),4,4,3+,2.0,North-East,Relatively new property,,6000.0,,1,0,0,0,0,1,154
sector 86,flat,ansal heights 86,0.78,5735.0,1360.0,Super Built up area 1360(126.35 sq.m.),2,2,1,8.0,East,New Property,1360.0,,,0,0,0,0,0,1,67
sector 46,house,independent,4.35,23693.0,1835.99,Plot area 204(170.57 sq.m.),8,8,2,3.0,North-East,Relatively new property,,1836.0,,0,1,0,1,0,0,19
sector 99a,flat,pareena coban residences,1.02,8793.0,1160.0,Super Built up area 1550(144 sq.m.)Built Up area: 1430 sq.ft. (132.85 sq.m.)Carpet area: 1160 sq.ft. (107.77 sq.m.),2,2,3,3.0,North,Relatively new property,1550.0,1430.0,1160.0,0,1,0,0,0,1,174
sector 50,flat,the close north,2.51,11992.0,2093.0,Super Built up area 2093(194.45 sq.m.),3,3,3,11.0,North-East,Moderately New Property,2093.0,,,0,0,0,1,1,0,109
sector 108,flat,sobha city,3.95,16859.0,2343.0,Built Up area: 2343 (217.67 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,5,3,25.0,Na,Undefined,,2343.0,2300.0,0,0,0,0,0,1,59
sector 89,flat,smart world gems,0.95,8903.0,1067.0,Super Built up area 1067(99.13 sq.m.)Carpet area: 578 sq.ft. (53.7 sq.m.),2,2,2,1.0,East,Under Construction,1067.0,,578.0,0,1,0,0,0,1,122
sector 77,flat,umang winter hills,1.0,7500.0,1333.0,Carpet area: 1340 (124.49 sq.m.),2,2,2,3.0,Na,New Property,,,1340.0,0,0,0,0,0,1,74
sector 79,flat,mapsko mount ville,1.25,7716.0,1620.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 862.18 sq.ft. (80.1 sq.m.),3,3,2,1.0,South-West,Relatively new property,1620.0,,862.18,0,1,0,1,0,0,166
sector 37d,flat,ramprastha the edge towers,1.1,5528.0,1990.0,Built Up area: 1990 (184.88 sq.m.),3,3,3,9.0,Na,Undefined,,1990.0,,0,0,0,0,0,1,63
sector 78,flat,umang monsoon breeze,0.88,4746.0,1854.0,Super Built up area 1854(172.24 sq.m.)Built Up area: 1668 sq.ft. (154.96 sq.m.)Carpet area: 1501 sq.ft. (139.45 sq.m.),3,4,3,8.0,North-West,Moderately New Property,1854.0,1668.0,1501.0,1,0,0,1,0,1,111
sector 103,flat,signature global grand iva,0.3,8290.0,362.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,Na,New Property,,,361.88231799999994,0,0,0,0,0,1,37
sector 3,house,independent,0.6,6000.0,1000.0,Built Up area: 1000 (92.9 sq.m.),1,1,0,1.0,Na,Undefined,,1000.0,,0,0,0,0,0,1,0
sector 82a,flat,dlf the primus,3.5,13430.0,2606.0,Carpet area: 2606 (242.11 sq.m.),5,5,3+,14.0,North-East,Relatively new property,,,2606.0,0,1,0,0,0,2,49
sector 26,house,independent,19.0,42222.0,4500.02,Plot area 500(418.06 sq.m.),6,8,3+,3.0,East,Moderately New Property,,4500.0,,1,1,0,1,1,0,103
sector 62,flat,emaar digihomes,3.95,15262.0,2588.0,Carpet area: 2588 (240.43 sq.m.),3,3,3,33.0,East,New Property,,,2588.0,1,0,0,0,0,0,49
sector 108,flat,sobha city,3.25,15685.0,2072.0,Super Built up area 2072(192.5 sq.m.),3,3,3,12.0,North,Relatively new property,2072.0,,,0,0,0,0,0,1,99
sector 113,flat,m3m capital,2.0,12012.0,1665.0,Super Built up area 1665(154.68 sq.m.),3,3,2,24.0,Na,Under Construction,1665.0,,,0,0,0,0,0,1,47
sector 102,flat,conscient heritage max,2.0,9306.0,2149.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,4,3+,13.0,North-East,Relatively new property,2149.0,1900.0,1650.0,1,1,0,0,0,0,174
sector 37d,flat,bptp terra,1.98,9036.0,2191.0,Super Built up area 2191(203.55 sq.m.),3,3,3+,12.0,North-East,New Property,2191.0,,,0,1,0,0,0,0,49
sector 89,flat,nbcc heights,0.75,6578.0,1140.0,Super Built up area 1140(105.91 sq.m.),2,2,2,6.0,Na,Moderately New Property,1140.0,,,0,0,0,0,0,1,0
sector 83,flat,vatika lifestyle homes,1.15,8214.0,1400.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,1,7.0,South-West,Moderately New Property,1832.0,,1400.0,0,0,0,0,0,0,95
sector 25,house,independent,8.0,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,Na,New Property,,,10000.0,0,0,0,0,0,1,0
sector 8,house,independent,0.49,11250.0,435.56,Plot area 360(33.45 sq.m.),6,3,2,3.0,East,Moderately New Property,,360.0,,0,0,0,0,0,1,8
sector 85,flat,orris aster court premier,1.5,5859.0,2560.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,5,3+,6.0,West,New Property,2560.0,2017.0,1800.0,1,0,0,0,0,0,28
sector 85,flat,ss the leaf,2.15,10924.0,1968.0,Super Built up area 2812(261.24 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),4,5,3+,6.0,South,Relatively new property,2812.0,,1968.0,1,0,0,0,0,1,156
sector 3,flat,apna enclave,0.55,5789.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,Old Property,950.0,900.0,744.0,0,0,0,0,0,1,66
sector 72,flat,spaze privy,1.9,9620.0,1975.0,Super Built up area 1975(183.48 sq.m.),3,3,3,10.0,Na,Moderately New Property,1975.0,,,1,0,0,0,0,0,31
sector 79,flat,godrej,1.28,8504.0,1505.0,Super Built up area 1505(139.82 sq.m.),3,3,3,7.0,North-East,Relatively new property,1505.0,,,0,0,0,0,0,1,158
sector 10a,house,independent,1.7,18888.0,900.04,Plot area 900(83.61 sq.m.),2,1,2,2.0,East,Old Property,,900.0,,0,0,1,0,0,1,8
sector 77,flat,emaar mgf palm hills,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Relatively new property,1950.0,,,1,0,0,0,0,1,102
sector 9a,flat,railway officers rpf society,1.3,5039.0,2580.0,Built Up area: 2580 (239.69 sq.m.),4,4,3+,9.0,East,Undefined,,2580.0,,0,0,0,0,0,1,0
sector 111,flat,puri diplomatic greens,5.25,11666.0,4500.0,Super Built up area 4500(418.06 sq.m.),4,6,3+,7.0,East,Relatively new property,4500.0,,,1,0,0,0,0,0,134
sector 103,flat,indiabulls centrum park,1.34,7882.0,1700.0,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,12.0,East,Relatively new property,1725.0,,1700.0,1,1,0,1,1,0,38
sector 90,flat,dlf new town heights,1.51,6387.0,2364.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4,4,3+,6.0,South,Relatively new property,2364.0,2362.0,2360.0,1,0,0,1,0,0,142
sector 81,flat,dlf the ultima,2.21,10365.0,2132.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,3.0,South,Relatively new property,2132.0,,1650.0,1,0,0,0,0,2,149
sector 102,flat,shapoorji pallonji joyville gurugram,1.2,14563.0,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,Relatively new property,1359.0,,824.0,0,0,0,0,0,1,49
sector 70a,house,bptp visionnaire,5.25,20115.0,2609.99,Plot area 290(242.48 sq.m.),5,4,3+,3.0,North-East,New Property,,2610.0,,1,0,0,0,0,0,49
sector 112,flat,earth copia,0.7,4673.0,1498.0,Built Up area: 1498 (139.17 sq.m.),2,2,2,4.0,East,Relatively new property,,1498.0,,0,0,0,0,0,1,65
sector 108,flat,experion the heartsong,1.25,9259.0,1350.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1.0,South-East,Relatively new property,1758.0,1500.0,1350.0,1,0,0,1,0,1,174
sohna road,flat,silverglades the melia,0.91,6800.0,1338.0,Super Built up area 1350(125.42 sq.m.),2,2,3,1.0,Na,New Property,1350.0,,,0,1,0,0,0,1,72
sohna road,flat,signature global park,0.54,6506.0,830.0,Carpet area: 830 (77.11 sq.m.),2,2,1,2.0,Na,Relatively new property,,,830.0,0,0,0,0,0,1,16
sector 43,flat,silverglades hightown residences,4.2,19767.0,2125.0,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,East,Under Construction,2150.0,,,0,0,0,0,0,1,42
sector 2,flat,bestech park view residency,0.56,8553.0,655.0,Carpet area: 650 (60.39 sq.m.),1,1,2,7.0,South-West,Moderately New Property,,,650.0,0,0,0,0,0,1,92
sector 69,flat,tulip violet,1.9,9452.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,South-West,Relatively new property,2010.0,,,0,0,0,0,0,1,49
manesar,flat,hsiidc sidco aravali,0.86,3323.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,3.0,South,Moderately New Property,2588.0,1900.0,1877.0,1,0,0,0,0,1,81
sector 84,flat,alpha corp gurgaonone,2.2,7586.0,2900.0,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,South,Relatively new property,,,2900.0,1,0,0,0,0,1,21
sector 105,house,independent,1.3,11555.0,1125.05,Plot area 1125(104.52 sq.m.),3,3,1,2.0,North,Moderately New Property,,1125.0,,0,0,0,0,0,1,16
sector 85,flat,ss the leaf,1.93,8075.0,2390.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),3,4,3,7.0,North-East,Relatively new property,2408.0,2400.0,2390.0,1,0,0,0,0,1,174
sector 33,flat,godrej nature plus,1.31,15982.0,820.0,Carpet area: 76.44,2,2,2,4.0,Na,Under Construction,,,76.44,0,0,0,0,0,1,92
sector 69,flat,tulip violet,1.68,8358.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,2.0,North-West,Relatively new property,2010.0,,,0,0,0,1,0,1,112
sector 106,flat,paras dews,0.95,6859.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North,Relatively new property,1385.0,940.0,845.0,0,0,0,0,0,1,49
sector 71,flat,chd avenue,0.95,7929.0,1198.0,Super Built up area 1198(111.3 sq.m.),2,2,2,5.0,South,Moderately New Property,1198.0,,,0,0,0,0,0,0,142
sector 107,flat,signature global solera,0.5,4761.0,1050.0,Super Built up area 1050(97.55 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,5.0,South,Relatively new property,1050.0,850.0,645.0,0,0,1,0,0,1,35
sector 37d,flat,bptp terra,2.08,10000.0,2080.0,Super Built up area 2443(226.96 sq.m.),4,4,3,0.0,North-East,New Property,2443.0,,,1,1,0,1,0,1,121
sector 41,house,independent,9.0,27778.0,3239.97,Plot area 360(301.01 sq.m.),8,5,3+,3.0,Na,Old Property,,3240.0,,1,0,0,1,1,0,26
sector 70a,flat,aipl zen residences,1.4,11094.0,1262.0,Built Up area: 1262 (117.24 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2,16.0,North-East,Undefined,,1262.0,800.0,0,0,0,0,0,1,0
sector 88a,flat,godrej oasis,1.3,7258.0,1791.0,Carpet area: 1791 (166.39 sq.m.),3,3,3+,4.0,North-West,Relatively new property,,,1791.0,0,0,0,0,0,1,79
sector 102,flat,shapoorji pallonji joyville gurugram,0.97,10601.0,915.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,12.0,Na,New Property,915.0,,600.0,0,0,0,0,0,1,57
sector 60,flat,ireo skyon,3.05,12788.0,2385.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,Relatively new property,2385.0,2300.0,2200.0,1,0,0,0,0,0,165
manesar,flat,hsiidc sidco aravali,0.81,3129.0,2589.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,2.0,South-West,Moderately New Property,2588.0,1900.0,1877.0,1,0,0,0,0,1,74
sector 54,flat,sunischit apartments,1.69,7954.0,2125.0,Super Built up area 2200(204.39 sq.m.),3,3,3+,5.0,North,Old Property,2200.0,,,1,0,0,0,0,0,65
sector 10a,flat,sanskriti apartment,1.1,6666.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,2.0,Na,Moderately New Property,,,1650.0,0,0,0,0,0,1,22
sector 89,flat,smart world gems,1.2,8433.0,1423.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3,3,2,2.0,East,Undefined,,1423.0,920.0,0,0,0,0,0,1,45
sector 109,flat,ats tourmaline,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,8.0,North-East,Relatively new property,1750.0,1466.0,1350.0,0,0,0,0,1,1,119
sohna road,flat,ashiana mulberry,0.74,6016.0,1230.0,Carpet area: 1230 (114.27 sq.m.),2,2,3+,12.0,Na,Relatively new property,,,1230.0,0,0,0,0,0,1,71
sector 76,flat,pyramid pride,0.5,6578.0,760.0,Carpet area: 760 (70.61 sq.m.),2,2,1,8.0,North,Under Construction,,,760.0,0,0,0,0,0,1,76
sector 12,house,independent,1.5,11111.0,1350.01,Plot area 150(125.42 sq.m.),5,5,2,3.0,Na,Old Property,,1350.0,,0,0,0,0,0,1,16
sector 80,flat,godrej frontier,1.4,6189.0,2262.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1854 sq.ft. (172.24 sq.m.)Carpet area: 1576 sq.ft. (146.42 sq.m.),3,4,2,10.0,North-West,Moderately New Property,2262.0,1854.0,1576.0,0,0,0,1,1,1,111
sector 102,flat,adani m2k oyster grande,2.61,10046.0,2598.0,Super Built up area 2598(241.36 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,14.0,North-East,Relatively new property,2598.0,2200.0,2000.0,1,1,0,0,0,1,21
sector 22,flat,ambience creacions,4.63,14983.0,3090.0,Super Built up area 3090(287.07 sq.m.),3,5,3+,5.0,North-East,New Property,3090.0,,,1,0,1,0,0,1,120
sector 95,flat,signature global rosellia,0.45,8754.0,514.0,Carpet area: 514 (47.75 sq.m.),2,2,2,14.0,Na,New Property,,,514.0,0,0,0,0,0,1,24
sector 79,flat,m3m golfestate,1.4,10000.0,1400.0,Carpet area: 1400 (130.06 sq.m.),2,2,2,4.0,East,Undefined,,,1400.0,1,1,0,0,1,2,83
sohna road,flat,breez global hill view,0.3,5124.0,585.0,Carpet area: 585.41 (54.39 sq.m.),2,2,1,11.0,North,New Property,,,585.448521,0,0,0,0,0,1,91
sector 49,flat,orchid petals,2.38,11497.0,2070.0,Super Built up area 2070(192.31 sq.m.)Built Up area: 2061 sq.ft. (191.47 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3,1.0,West,Relatively new property,2070.0,2061.0,1750.0,0,1,0,0,0,1,49
sector 3,flat,apna enclave,0.58,6105.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,Old Property,950.0,900.0,744.0,0,0,0,0,0,1,66
sector 56,flat,kiran residency,1.54,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,4,3+,5.0,South,Old Property,2000.0,1900.0,1850.0,1,0,0,0,0,0,98
sector 86,flat,ansal heights 86,1.3,4666.0,2786.0,Super Built up area 2786(258.83 sq.m.),4,6,2,11.0,East,New Property,2786.0,,,1,0,1,0,0,1,86
sector 92,flat,sare green parc,0.75,4820.0,1556.0,Built Up area: 1556 (144.56 sq.m.)Carpet area: 1261 sq.ft. (117.15 sq.m.),3,2,2,16.0,Na,Undefined,,1556.0,1261.0,0,0,0,0,0,1,0
sector 56,flat,kiran residency,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,5.0,North,Old Property,2000.0,,,1,0,0,0,0,0,52
sector 113,flat,la vida by tata housing,2.48,14090.0,1760.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,3,3+,8.0,Na,New Property,2217.0,1980.0,1760.0,1,0,0,0,0,1,79
sector 109,house,international city by sobha phase 2,8.48,23556.0,3599.93,Plot area 400(334.45 sq.m.),4,6,3+,3.0,North-East,New Property,,3600.0,,1,1,0,1,1,1,153
